cve_id,package_guess,cwe_id,cvss_base_score,cvss_exploitability,vuln_count_12m,days_since_patch,patch_lag_days,has_exploit,dependency_depth,maintainer_activity,severity_label
CVE-2020-4781,improper,CWE-20,6.5,2.8,2.0,,,0,,,MEDIUM
CVE-2020-4679,vulnerable,CWE-79,4.8,1.7,48.0,,,0,,,MEDIUM
CVE-2020-4680,vulnerable,CWE-79,5.4,2.3,49.0,,,0,,,MEDIUM
CVE-2020-4681,vulnerable,CWE-79,5.4,2.3,50.0,,,0,,,MEDIUM
CVE-2020-4741,and,CWE-79,5.4,2.3,65.0,,,0,,,MEDIUM
CVE-2020-12670,exists,CWE-79,6.1,2.8,5.0,,,0,,,MEDIUM
CVE-2020-8821,exists,CWE-79,5.4,2.3,6.0,,,0,,,MEDIUM
CVE-2020-15250,from,CWE-200,4.4,0.8,3.0,,,1,,,MEDIUM
CVE-2020-6319,versions,CWE-79,6.1,2.8,42.0,1229.0,1229.0,0,1.0,0.0,MEDIUM
CVE-2020-6365,versions,CWE-601,6.1,2.8,43.0,1229.0,1229.0,0,1.0,0.0,MEDIUM
CVE-2020-26583,issue,CWE-434,6.1,2.8,69.0,488.0,488.0,0,0.0,0.0,MEDIUM
CVE-2020-26584,issue,CWE-79,6.1,2.8,70.0,488.0,488.0,0,0.0,0.0,MEDIUM
CVE-2020-16270,under,CWE-79,6.1,2.8,1.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-24408,versions,CWE-79,6.1,2.8,44.0,1227.0,1227.0,0,1.0,0.0,MEDIUM
CVE-2020-15252,before,CWE-94,8.5,1.8,47.0,1152.0,1152.0,1,0.0,0.0,HIGH
CVE-2020-15910,version,CWE-732,4.7,2.8,6.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-8929,invalid,CWE-176,5.3,3.9,1.0,454.0,454.0,0,0.0,0.0,MEDIUM
CVE-2019-13633,vulnerable,CWE-79,6.1,2.8,51.0,,,1,,,MEDIUM
CVE-2020-9092,versions,CWE-79,4.6,0.9,45.0,1224.0,1224.0,0,1.0,0.0,MEDIUM
CVE-2020-7747,affects,CWE-79,6.3,2.1,2.0,,,1,,,MEDIUM
CVE-2020-16246,affected,CWE-79,6.1,2.8,11.0,1990.0,1990.0,0,0.0,1.25,MEDIUM
CVE-2020-4564,through,CWE-79,5.4,2.3,36.0,,,0,,,MEDIUM
CVE-2020-4748,through,CWE-79,6.1,2.8,37.0,,,0,,,MEDIUM
CVE-2020-4755,through,CWE-79,5.4,2.3,38.0,,,0,,,MEDIUM
CVE-2020-24416,plugin,CWE-79,6.1,2.8,11.0,,,0,,,MEDIUM
CVE-2020-14743,the,NVD-CWE-noinfo,3.1,1.6,56.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14779,the,NVD-CWE-noinfo,3.7,2.2,57.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14781,the,NVD-CWE-noinfo,3.7,2.2,58.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14782,the,NVD-CWE-noinfo,3.7,2.2,59.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14792,the,NVD-CWE-noinfo,4.2,1.6,60.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-14796,the,NVD-CWE-noinfo,3.1,1.6,61.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14797,the,NVD-CWE-noinfo,3.7,2.2,62.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14798,the,NVD-CWE-noinfo,3.1,1.6,63.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-14803,the,NVD-CWE-noinfo,5.3,3.9,64.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-7752,affects,CWE-78,8.8,2.8,3.0,,,1,,,HIGH
CVE-2020-1915,read,CWE-125,7.5,3.9,1.0,62.0,62.0,0,0.0,0.0,HIGH
CVE-2020-27181,hardcoded,CWE-798,6.5,3.9,1.0,1692.0,1692.0,0,1.0,0.0,MEDIUM
CVE-2020-27182,scripting,CWE-79,6.1,2.8,11.0,,,0,,,MEDIUM
CVE-2020-9860,custom,NVD-CWE-Other,5.4,2.8,1.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-27978,before,CWE-770,7.5,3.9,48.0,1140.0,1140.0,0,0.0,0.0,HIGH
CVE-2020-5932,scripting,CWE-79,4.8,1.7,12.0,,,0,,,MEDIUM
CVE-2020-15273,before,CWE-79,7.3,1.0,48.0,1138.0,1138.0,0,0.0,0.0,HIGH
CVE-2020-15276,before,CWE-79,7.7,1.3,49.0,1138.0,1138.0,0,0.0,0.0,HIGH
CVE-2020-15914,scripting,CWE-79,5.4,2.3,13.0,,,0,,,MEDIUM
CVE-2020-27359,scripting,CWE-79,5.4,2.3,14.0,,,0,,,MEDIUM
CVE-2020-26210,before,CWE-79,7.7,1.3,50.0,1134.0,1134.0,1,0.0,0.0,HIGH
CVE-2020-26211,before,CWE-79,7.7,1.3,51.0,1134.0,1134.0,0,0.0,0.0,HIGH
CVE-2020-26505,vulnerability,CWE-79,6.1,2.8,33.0,,,1,,,MEDIUM
CVE-2020-24430,versions,CWE-416,7.8,1.8,46.0,1207.0,1207.0,0,1.0,0.0,HIGH
CVE-2020-24432,versions,CWE-20,6.7,0.8,47.0,1207.0,1207.0,0,1.0,0.0,MEDIUM
CVE-2020-4704,vulnerable,CWE-79,5.4,2.3,48.0,,,0,,,MEDIUM
CVE-2020-4760,vulnerable,CWE-79,5.4,2.3,49.0,,,0,,,MEDIUM
CVE-2020-26820,versions,CWE-434,7.2,1.2,48.0,1202.0,1202.0,0,1.0,0.0,HIGH
CVE-2020-15275,wiki,CWE-79,8.7,2.3,1.0,2088.0,2088.0,1,6.0,0.5,HIGH
CVE-2020-26221,before,CWE-79,8.0,1.6,53.0,1126.0,1126.0,0,0.0,0.0,HIGH
CVE-2020-13954,default,CWE-79,6.1,2.8,2.0,,,0,,,MEDIUM
CVE-2020-24442,version,CWE-79,6.1,2.8,7.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-24443,version,CWE-79,6.1,2.8,8.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-7773,affects,CWE-79,6.5,2.8,5.0,,,1,,,MEDIUM
CVE-2020-4672,vulnerable,CWE-79,5.4,2.3,50.0,,,0,,,MEDIUM
CVE-2020-4705,through,CWE-79,4.8,1.7,40.0,,,0,,,MEDIUM
CVE-2020-27131,vulnerabilities,CWE-20,8.1,2.2,2.0,533.0,533.0,0,0.0,0.0,HIGH
CVE-2020-28687,edit,CWE-434,8.8,2.8,1.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2020-28688,add,CWE-434,8.8,2.8,1.0,,,1,,,HIGH
CVE-2020-25798,stored,CWE-79,5.4,2.3,9.0,,,1,,,MEDIUM
CVE-2020-28129,scripting,CWE-79,6.1,2.8,14.0,,,1,,,MEDIUM
CVE-2020-26884,through,CWE-74,6.1,2.8,41.0,,,0,,,MEDIUM
CVE-2020-4718,and,CWE-79,5.4,2.3,63.0,,,0,,,MEDIUM
CVE-2020-25702,was,CWE-79,6.1,2.8,7.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-28210,vulnerability,CWE-79,6.1,2.8,34.0,,,0,,,MEDIUM
CVE-2019-20923,user,CWE-749,6.5,2.8,1.0,,,0,,,MEDIUM
CVE-2020-7777,affects,NVD-CWE-noinfo,7.2,1.2,6.0,,,1,,,HIGH
CVE-2020-15249,free,CWE-79,2.8,1.3,1.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2020-26237,syntax,CWE-471,5.8,1.3,1.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-26238,library,CWE-74,7.9,1.5,2.0,2056.0,2056.0,1,7.0,5.83,HIGH
CVE-2017-15682,unauthenticated,CWE-79,6.1,2.8,1.0,,,0,,,MEDIUM
CVE-2020-13956,versions,NVD-CWE-noinfo,5.3,3.9,48.0,1180.0,1180.0,0,1.0,0.0,MEDIUM
CVE-2020-28923,issue,NVD-CWE-Other,2.7,1.2,68.0,440.0,440.0,0,0.0,0.0,LOW
CVE-2020-17521,provides,NVD-CWE-Other,5.5,1.8,1.0,338.0,338.0,0,0.0,0.0,MEDIUM
CVE-2020-25631,vulnerability,CWE-79,6.1,2.8,36.0,,,0,,,MEDIUM
CVE-2020-27822,flaw,CWE-401,5.9,2.2,6.0,,,0,,,MEDIUM
CVE-2020-17531,vulnerability,CWE-502,9.8,3.9,37.0,,,0,,,CRITICAL
CVE-2020-29539,issue,CWE-79,5.4,2.3,68.0,435.0,435.0,1,0.0,0.0,MEDIUM
CVE-2020-26234,before,CWE-346,4.8,1.2,51.0,1099.0,1099.0,0,0.0,0.0,MEDIUM
CVE-2020-26816,versions,CWE-312,4.5,0.9,49.0,1173.0,1173.0,0,1.0,0.0,MEDIUM
CVE-2020-26826,versions,CWE-434,6.5,2.8,50.0,1173.0,1173.0,0,1.0,0.0,MEDIUM
CVE-2020-26829,versions,CWE-306,10.0,3.9,51.0,1173.0,1173.0,0,1.0,0.0,CRITICAL
CVE-2020-26835,versions,CWE-79,6.1,2.8,52.0,1173.0,1173.0,0,1.0,0.0,MEDIUM
CVE-2020-16971,for,NVD-CWE-noinfo,7.4,2.2,7.0,,,0,,,HIGH
CVE-2020-17159,,NVD-CWE-noinfo,7.8,1.8,,,,0,,,HIGH
CVE-2020-24445,offering,CWE-79,9.0,2.3,1.0,,,0,,,CRITICAL
CVE-2020-8908,temp,CWE-378,3.3,1.8,1.0,0.0,0.0,1,1.0,0.0,LOW
CVE-2020-35395,the,CWE-79,6.1,2.8,61.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2020-35121,issue,NVD-CWE-noinfo,8.8,2.8,68.0,428.0,428.0,0,0.0,0.0,HIGH
CVE-2020-26258,library,CWE-918,6.3,1.8,3.0,2035.0,2035.0,1,7.0,5.83,MEDIUM
CVE-2020-26259,library,CWE-78,6.8,2.2,4.0,2035.0,2035.0,1,7.0,5.83,MEDIUM
CVE-2020-26198,versions,CWE-79,6.1,2.8,53.0,1166.0,1166.0,0,1.0,0.0,MEDIUM
CVE-2019-14478,has,CWE-79,5.4,2.3,2.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2020-28930,issue,CWE-79,5.4,2.3,69.0,427.0,427.0,1,0.0,0.0,MEDIUM
CVE-2020-4657,through,CWE-79,6.1,2.8,40.0,,,0,,,MEDIUM
CVE-2020-4658,through,CWE-79,6.1,2.8,41.0,,,0,,,MEDIUM
CVE-2020-4845,and,CWE-79,5.4,2.3,53.0,,,0,,,MEDIUM
CVE-2020-12517,versions,CWE-79,8.8,2.8,53.0,1165.0,1165.0,0,1.0,0.0,HIGH
CVE-2020-28052,issue,NVD-CWE-Other,8.1,2.2,69.0,426.0,426.0,1,0.0,0.0,HIGH
CVE-2020-26280,free,CWE-79,8.9,2.3,2.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2020-4757,and,CWE-79,6.4,3.1,52.0,,,1,,,MEDIUM
CVE-2020-4988,contains,NVD-CWE-noinfo,9.8,3.9,1.0,,,0,,,CRITICAL
CVE-2020-13557,use,CWE-416,8.8,2.8,1.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2020-13560,use,CWE-416,8.8,2.8,2.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2020-13570,vulnerability,CWE-416,8.8,2.8,38.0,,,1,,,HIGH
CVE-2020-13547,type,CWE-843,8.8,2.8,2.0,,,1,,,HIGH
CVE-2020-35650,scripting,CWE-79,6.1,2.8,14.0,,,0,,,MEDIUM
CVE-2020-35676,before,CWE-79,6.1,2.8,51.0,1084.0,1084.0,1,0.0,0.0,MEDIUM
CVE-2020-35659,query,CWE-79,6.1,2.8,1.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-26282,allows,CWE-74,10.0,3.9,16.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2020-35730,issue,CWE-79,6.1,2.8,70.0,415.0,415.0,0,0.0,0.0,MEDIUM
CVE-2020-26287,collaborative,CWE-79,8.7,2.3,1.0,657.0,657.0,1,0.0,0.0,HIGH
CVE-2020-29471,affected,CWE-79,4.8,1.7,12.0,1919.0,1919.0,1,0.0,1.25,MEDIUM
CVE-2020-5809,stored,CWE-79,5.4,2.3,9.0,,,1,,,MEDIUM
CVE-2020-26296,visualization,CWE-79,8.7,2.3,1.0,243.0,243.0,0,0.0,0.0,HIGH
CVE-2020-26291,javascript,CWE-20,6.5,2.8,1.0,1729.0,1729.0,0,3.0,0.67,MEDIUM
CVE-2020-35740,does,CWE-79,7.0,2.2,2.0,,,0,,,HIGH
CVE-2020-35741,does,CWE-79,7.0,2.2,3.0,,,0,,,HIGH
CVE-2020-25797,affected,CWE-79,5.4,2.3,13.0,1917.0,1917.0,1,0.0,1.25,MEDIUM
CVE-2020-25799,affected,CWE-79,5.4,2.3,14.0,1917.0,1917.0,1,0.0,1.25,MEDIUM
CVE-2020-35933,vulnerability,CWE-79,6.5,2.3,39.0,,,1,,,MEDIUM
CVE-2020-35936,vulnerabilities,CWE-79,7.5,1.6,3.0,488.0,488.0,1,0.0,0.0,HIGH
CVE-2020-35937,vulnerabilities,CWE-79,7.5,1.6,4.0,488.0,488.0,1,0.0,0.0,HIGH
CVE-2020-28464,affects,CWE-94,9.8,3.9,7.0,,,1,,,CRITICAL
CVE-2020-4909,vulnerable,CWE-79,4.8,1.7,47.0,,,0,,,MEDIUM
CVE-2020-4910,vulnerable,CWE-79,4.8,1.7,48.0,,,0,,,MEDIUM
CVE-2020-4916,vulnerable,CWE-79,4.8,1.7,49.0,,,0,,,MEDIUM
CVE-2020-26297,utility,CWE-79,8.2,2.8,1.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2020-29496,versions,CWE-79,4.8,1.7,53.0,1147.0,1147.0,0,1.0,0.0,MEDIUM
CVE-2020-29497,versions,CWE-79,5.4,2.3,54.0,1147.0,1147.0,0,1.0,0.0,MEDIUM
CVE-2020-35170,for,CWE-79,6.3,2.8,8.0,,,0,,,MEDIUM
CVE-2020-8160,contains,CWE-79,6.1,2.8,2.0,,,0,,,MEDIUM
CVE-2020-29041,misconfiguration,NVD-CWE-noinfo,5.3,3.9,1.0,,,1,,,MEDIUM
CVE-2020-8264,actionpack,CWE-79,6.1,2.8,1.0,690.0,690.0,1,3.0,0.0,MEDIUM
CVE-2021-3011,issue,CWE-670,4.2,0.5,71.0,405.0,405.0,1,0.0,0.0,MEDIUM
CVE-2020-4892,vulnerable,CWE-79,5.4,2.3,50.0,,,0,,,MEDIUM
CVE-2020-4895,and,CWE-79,5.4,2.3,52.0,,,0,,,MEDIUM
CVE-2020-4663,vulnerable,CWE-79,5.4,2.3,51.0,,,0,,,MEDIUM
CVE-2020-4664,vulnerable,CWE-79,5.4,2.3,52.0,,,0,,,MEDIUM
CVE-2020-4666,vulnerable,CWE-79,5.4,2.3,53.0,,,0,,,MEDIUM
CVE-2020-4691,are,CWE-79,5.4,2.3,1.0,572.0,572.0,0,0.0,0.0,MEDIUM
CVE-2020-4697,products,CWE-79,5.4,2.3,1.0,1454.0,1454.0,0,0.0,0.0,MEDIUM
CVE-2020-4733,products,CWE-79,5.4,2.3,2.0,1454.0,1454.0,0,0.0,0.0,MEDIUM
CVE-2020-23849,was,CWE-79,6.1,2.8,7.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2020-26118,through,CWE-502,8.8,2.8,39.0,,,0,,,HIGH
CVE-2020-17534,exists,CWE-362,7.0,1.0,7.0,,,0,,,HIGH
CVE-2020-4838,through,CWE-79,5.4,2.3,40.0,,,0,,,MEDIUM
CVE-2021-21447,platform,CWE-79,5.4,2.3,1.0,,,0,,,MEDIUM
CVE-2021-23933,through,CWE-79,6.1,2.8,40.0,,,0,,,MEDIUM
CVE-2021-23934,through,CWE-79,6.1,2.8,41.0,,,0,,,MEDIUM
CVE-2021-23935,through,CWE-79,6.1,2.8,42.0,,,0,,,MEDIUM
CVE-2020-35581,stored,CWE-79,5.4,2.3,10.0,,,1,,,MEDIUM
CVE-2020-35582,stored,CWE-79,5.4,2.3,11.0,,,1,,,MEDIUM
CVE-2020-24639,vulnerability,CWE-502,9.8,3.9,37.0,,,0,,,CRITICAL
CVE-2020-35128,before,CWE-79,9.0,2.3,46.0,1057.0,1057.0,1,0.0,0.0,CRITICAL
CVE-2020-35129,before,CWE-79,9.0,2.3,47.0,1057.0,1057.0,0,0.0,0.0,CRITICAL
CVE-2021-25325,has,CWE-79,6.1,2.8,3.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-28707,plugin,CWE-79,6.1,2.8,6.0,,,1,,,MEDIUM
CVE-2021-1993,the,NVD-CWE-noinfo,4.8,1.2,51.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-8570,client,CWE-23,9.1,3.9,1.0,,,0,,,CRITICAL
CVE-2021-22849,backend,CWE-79,4.6,2.1,1.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2021-21259,open,CWE-79,7.4,2.8,3.0,,,1,,,HIGH
CVE-2020-20269,specially,NVD-CWE-noinfo,9.8,3.9,1.0,,,0,,,CRITICAL
CVE-2020-21146,affected,CWE-79,6.1,2.8,15.0,1891.0,1891.0,1,0.0,1.25,MEDIUM
CVE-2020-21147,affected,CWE-79,4.8,1.7,16.0,1891.0,1891.0,1,0.0,1.25,MEDIUM
CVE-2020-24085,scripting,CWE-79,6.1,2.8,14.0,,,0,,,MEDIUM
CVE-2020-27735,issue,CWE-79,6.1,2.8,68.0,386.0,386.0,1,0.0,0.0,MEDIUM
CVE-2021-21283,open,CWE-79,5.4,2.3,4.0,,,0,,,MEDIUM
CVE-2020-23774,reflected,CWE-79,6.1,2.8,7.0,,,1,,,MEDIUM
CVE-2020-4820,for,CWE-79,6.1,2.8,8.0,,,0,,,MEDIUM
CVE-2020-4524,products,CWE-79,5.4,2.3,3.0,1435.0,1435.0,0,0.0,0.0,MEDIUM
CVE-2020-4855,products,CWE-79,5.4,2.3,4.0,1435.0,1435.0,0,0.0,0.0,MEDIUM
CVE-2020-4865,products,CWE-79,5.4,2.3,5.0,1435.0,1435.0,0,0.0,0.0,MEDIUM
CVE-2021-20357,products,CWE-79,5.4,2.3,6.0,1435.0,1435.0,0,0.0,0.0,MEDIUM
CVE-2020-35124,scripting,CWE-79,9.6,2.8,15.0,,,0,,,CRITICAL
CVE-2020-4888,and,CWE-502,8.8,2.8,52.0,,,0,,,HIGH
CVE-2020-26272,framework,CWE-668,5.4,2.2,2.0,,,0,,,MEDIUM
CVE-2021-3160,untrusted,CWE-502,9.8,3.9,1.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2020-29535,before,CWE-79,5.3,1.6,45.0,1048.0,1048.0,0,0.0,0.0,MEDIUM
CVE-2020-24664,dashboard,CWE-79,5.4,2.3,1.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-24666,through,CWE-79,5.4,2.3,42.0,,,0,,,MEDIUM
CVE-2020-24669,through,CWE-79,5.4,2.3,43.0,,,0,,,MEDIUM
CVE-2020-24670,through,CWE-79,5.4,2.3,44.0,,,0,,,MEDIUM
CVE-2021-25646,includes,NVD-CWE-noinfo,8.8,2.8,1.0,,,1,,,HIGH
CVE-2021-21277,nicest,CWE-74,8.5,3.1,1.0,,,0,,,HIGH
CVE-2020-13562,scripting,CWE-80,6.1,2.8,16.0,,,1,,,MEDIUM
CVE-2020-13563,scripting,CWE-80,6.1,2.8,17.0,,,1,,,MEDIUM
CVE-2020-13564,scripting,CWE-80,6.1,2.8,18.0,,,1,,,MEDIUM
CVE-2021-3283,and,NVD-CWE-noinfo,7.5,3.9,53.0,,,0,,,HIGH
CVE-2020-1896,stack,CWE-121,9.8,3.9,1.0,,,0,,,CRITICAL
CVE-2021-21292,open,CWE-428,5.5,1.0,5.0,,,0,,,MEDIUM
CVE-2021-3395,scripting,CWE-79,5.4,2.3,19.0,,,0,,,MEDIUM
CVE-2021-21043,version,CWE-79,6.1,2.8,7.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-29582,before,CWE-276,5.3,3.9,45.0,1042.0,1042.0,0,0.0,0.0,MEDIUM
CVE-2021-23331,affects,NVD-CWE-noinfo,4.4,1.8,8.0,,,0,,,MEDIUM
CVE-2020-4825,through,CWE-79,5.4,2.3,43.0,,,0,,,MEDIUM
CVE-2021-26710,scripting,CWE-79,6.1,2.8,20.0,,,1,,,MEDIUM
CVE-2021-26912,before,CWE-502,8.1,2.2,47.0,1037.0,1037.0,1,0.0,0.0,HIGH
CVE-2021-26913,before,CWE-502,8.1,2.2,48.0,1037.0,1037.0,1,0.0,0.0,HIGH
CVE-2021-26914,before,CWE-502,8.1,2.2,49.0,1037.0,1037.0,1,0.0,0.0,HIGH
CVE-2021-26915,before,CWE-502,8.1,2.2,50.0,1037.0,1037.0,1,0.0,0.0,HIGH
CVE-2020-22841,version,CWE-79,4.8,1.7,8.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2021-21479,before,CWE-74,9.1,3.9,51.0,1036.0,1036.0,0,0.0,0.0,CRITICAL
CVE-2020-35125,scripting,CWE-79,9.6,2.8,21.0,,,1,,,CRITICAL
CVE-2021-27139,issue,NVD-CWE-noinfo,7.5,3.9,69.0,371.0,371.0,1,0.0,0.0,HIGH
CVE-2020-24842,allows,CWE-79,6.1,2.8,14.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-4768,and,CWE-79,5.4,2.3,53.0,,,0,,,MEDIUM
CVE-2021-21307,dynamic,CWE-862,8.6,3.9,1.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2021-21023,versions,CWE-79,4.8,1.7,52.0,1109.0,1109.0,0,1.0,0.0,MEDIUM
CVE-2021-21029,versions,CWE-79,4.8,1.7,53.0,1109.0,1109.0,0,1.0,0.0,MEDIUM
CVE-2021-21030,versions,CWE-79,8.1,2.8,54.0,1109.0,1109.0,0,1.0,0.0,HIGH
CVE-2021-21051,versions,CWE-120,7.8,1.8,55.0,1109.0,1109.0,0,1.0,0.0,HIGH
CVE-2021-27190,was,CWE-79,5.4,2.3,8.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2021-22979,version,CWE-79,6.1,2.8,9.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2021-26929,issue,CWE-79,6.1,2.8,70.0,367.0,367.0,1,0.0,0.0,MEDIUM
CVE-2020-36234,versions,CWE-79,4.8,1.7,56.0,1106.0,1106.0,0,1.0,0.0,MEDIUM
CVE-2020-36236,versions,CWE-79,6.1,2.8,57.0,1106.0,1106.0,0,1.0,0.0,MEDIUM
CVE-2020-29025,vulnerability,CWE-79,5.4,2.8,38.0,,,0,,,MEDIUM
CVE-2021-21316,npm,CWE-74,6.3,1.8,8.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2020-4933,and,CWE-79,5.4,2.3,54.0,,,0,,,MEDIUM
CVE-2021-20444,for,CWE-79,6.1,2.8,9.0,,,0,,,MEDIUM
CVE-2021-20446,for,CWE-79,5.4,2.3,10.0,,,0,,,MEDIUM
CVE-2020-28491,affects,CWE-770,7.5,3.9,9.0,,,0,,,HIGH
CVE-2021-27335,before,CWE-502,9.8,3.9,53.0,1027.0,1027.0,1,0.0,0.0,CRITICAL
CVE-2021-3210,allows,CWE-79,9.6,2.8,14.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2021-23342,affects,CWE-79,8.6,3.9,10.0,,,1,,,HIGH
CVE-2020-12668,before,CWE-863,6.5,2.8,54.0,1026.0,1026.0,1,0.0,0.0,MEDIUM
CVE-2020-12873,issue,CWE-74,8.8,2.8,71.0,362.0,362.0,0,0.0,0.0,HIGH
CVE-2020-19762,and,CWE-79,6.1,2.8,54.0,,,1,,,MEDIUM
CVE-2021-3355,exists,CWE-79,5.4,2.3,7.0,,,1,,,MEDIUM
CVE-2021-27671,issue,CWE-79,6.1,2.8,72.0,357.0,357.0,0,0.0,0.0,MEDIUM
CVE-2021-20328,versions,CWE-295,6.4,1.2,59.0,1095.0,1095.0,0,1.0,0.0,MEDIUM
CVE-2021-23954,the,CWE-843,8.8,2.8,52.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2021-23960,garbage,NVD-CWE-noinfo,8.8,2.8,1.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2021-3010,are,CWE-79,5.4,2.3,2.0,523.0,523.0,1,0.0,0.0,MEDIUM
CVE-2021-21297,programming,CWE-915,7.7,3.1,1.0,,,0,,,HIGH
CVE-2021-27198,issue,CWE-434,9.8,3.9,73.0,355.0,355.0,0,0.0,0.0,CRITICAL
CVE-2021-21320,npm,CWE-345,2.6,1.2,9.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2021-23347,package,CWE-79,4.7,1.2,5.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2021-21312,open,CWE-79,5.4,1.0,6.0,,,0,,,MEDIUM
CVE-2021-21331,client,CWE-378,3.0,1.3,2.0,,,0,,,LOW
CVE-2020-4856,products,CWE-79,5.4,2.3,7.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2020-4857,products,CWE-79,5.4,2.3,8.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2020-4863,products,CWE-79,5.4,2.3,9.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2020-4866,products,CWE-79,5.4,2.3,10.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2020-4975,products,CWE-79,5.4,2.3,11.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2021-20340,products,CWE-79,5.4,2.3,12.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2021-20350,products,CWE-79,5.4,2.3,13.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2021-20351,products,CWE-79,5.4,2.3,14.0,1399.0,1399.0,0,0.0,0.0,MEDIUM
CVE-2021-25313,vulnerability,CWE-79,7.1,2.8,38.0,,,0,,,HIGH
CVE-2021-27907,and,CWE-79,5.4,2.3,55.0,,,0,,,MEDIUM
CVE-2020-29028,vulnerability,CWE-79,6.3,2.8,39.0,,,0,,,MEDIUM
CVE-2020-29029,vulnerability,CWE-20,7.3,3.9,40.0,,,0,,,HIGH
CVE-2021-21369,compatible,CWE-400,6.5,2.8,1.0,,,0,,,MEDIUM
CVE-2020-13936,attacker,NVD-CWE-noinfo,8.8,2.8,1.0,,,0,,,HIGH
CVE-2020-13959,default,CWE-79,6.1,2.8,2.0,,,0,,,MEDIUM
CVE-2021-21491,based,CWE-601,6.1,2.8,5.0,,,0,,,MEDIUM
CVE-2021-20336,vulnerable,CWE-79,5.4,2.3,48.0,,,0,,,MEDIUM
CVE-2021-27084,,NVD-CWE-noinfo,7.8,1.8,,,,0,,,HIGH
CVE-2020-14988,issue,CWE-79,5.4,2.3,67.0,342.0,342.0,1,0.0,0.0,MEDIUM
CVE-2021-21366,xmldom,CWE-115,4.3,2.8,1.0,,,0,,,MEDIUM
CVE-2021-21079,version,CWE-79,6.1,2.8,9.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2021-21080,version,CWE-79,6.1,2.8,10.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2021-28161,versions,CWE-79,6.1,2.8,57.0,1080.0,1080.0,1,1.0,0.0,MEDIUM
CVE-2021-28162,versions,CWE-830,6.1,2.8,58.0,1080.0,1080.0,1,1.0,0.0,MEDIUM
CVE-2021-28417,scripting,CWE-79,4.8,1.7,20.0,,,1,,,MEDIUM
CVE-2021-28418,scripting,CWE-79,4.8,1.7,21.0,,,1,,,MEDIUM
